Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
body-lotion-set,Body Lotion Set,Nourishing body lotion set with different scents and natural ingredients. Keep skin soft and hydrated.,Lightning Shop,Beauty & Personal Care,Beauty & Personal Care,"beauty & personal care, premium, quality",TRUE,,,,,,,BLS-049,2000,shopify,55,deny,manual,34.99,49.99,TRUE,TRUE,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,1,Body Lotion Set - Image 1,FALSE,,Nourishing body lotion set with different scents and natural ingredients. Keep skin soft and hydrated.,,,,,,,,,,,,,,,kg,,,,,active
hair-care-bundle,Hair Care Bundle,"Complete hair care bundle with shampoo, conditioner, and treatment. Professional hair care routine.",Lightning Shop,Beauty & Personal Care,Beauty & Personal Care,"beauty & personal care, premium, quality",TRUE,,,,,,,HCB-050,4000,shopify,35,deny,manual,59.99,89.99,TRUE,TRUE,,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=600&fit=crop,1,Hair Care Bundle - Image 1,FALSE,,"Complete hair care bundle with shampoo, conditioner, and treatment. Professional hair care routine.",,,,,,,,,,,,,,,kg,,,,,active
leather-journal,Leather Journal,"Handcrafted leather journal with lined pages and elastic closure. Perfect for writing, sketching, and planning.",Lightning Shop,Books & Stationery,Books & Stationery,"books & stationery, premium, quality",TRUE,,,,,,,LJ-051,5000,shopify,45,deny,manual,29.99,49.99,TRUE,TRUE,,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=800&h=600&fit=crop,1,Leather Journal - Image 1,FALSE,,"Handcrafted leather journal with lined pages and elastic closure. Perfect for writing, sketching, and planning.",,,,,,,,,,,,,,,kg,,,,,active
fountain-pen-set,Fountain Pen Set,Premium fountain pen set with multiple nib sizes and ink cartridges. Elegant writing experience.,Lightning Shop,Books & Stationery,Books & Stationery,"books & stationery, premium, quality",TRUE,,,,,,,FPS-052,2000,shopify,30,deny,manual,49.99,79.99,TRUE,TRUE,,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=800&h=600&fit=crop,1,Fountain Pen Set - Image 1,FALSE,,Premium fountain pen set with multiple nib sizes and ink cartridges. Elegant writing experience.,,,,,,,,,,,,,,,kg,,,,,active
notebook-collection,Notebook Collection,Set of 3 notebooks with different paper types and covers. Perfect for various writing needs.,Lightning Shop,Books & Stationery,Books & Stationery,"books & stationery, premium, quality",TRUE,,,,,,,NC-053,2000,shopify,80,deny,manual,19.99,29.99,TRUE,TRUE,,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=800&h=600&fit=crop,1,Notebook Collection - Image 1,FALSE,,Set of 3 notebooks with different paper types and covers. Perfect for various writing needs.,,,,,,,,,,,,,,,kg,,,,,active
desk-organizer,Desk Organizer,"Wooden desk organizer with multiple compartments for pens, papers, and office supplies. Keep workspace tidy.",Lightning Shop,Books & Stationery,Books & Stationery,"books & stationery, premium, quality",TRUE,,,,,,,DO-054,2000,shopify,60,deny,manual,34.99,49.99,TRUE,TRUE,,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=800&h=600&fit=crop,1,Desk Organizer - Image 1,FALSE,,"Wooden desk organizer with multiple compartments for pens, papers, and office supplies. Keep workspace tidy.",,,,,,,,,,,,,,,kg,,,,,active
bookmark-set,Bookmark Set,Elegant bookmark set with different designs and materials. Perfect gift for book lovers.,Lightning Shop,Books & Stationery,Books & Stationery,"books & stationery, premium, quality",TRUE,,,,,,,BMS-055,5000,shopify,120,deny,manual,9.99,19.99,TRUE,TRUE,,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=800&h=600&fit=crop,1,Bookmark Set - Image 1,FALSE,,Elegant bookmark set with different designs and materials. Perfect gift for book lovers.,,,,,,,,,,,,,,,kg,,,,,active
planner-2024,Planner 2024,"Comprehensive 2024 planner with monthly and weekly layouts, goal tracking, and inspirational quotes.",Lightning Shop,Books & Stationery,Books & Stationery,"books & stationery, premium, quality",TRUE,,,,,,,P24-056,2000,shopify,70,deny,manual,24.99,39.99,TRUE,TRUE,,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=800&h=600&fit=crop,1,Planner 2024 - Image 1,FALSE,,"Comprehensive 2024 planner with monthly and weekly layouts, goal tracking, and inspirational quotes.",,,,,,,,,,,,,,,kg,,,,,active
calligraphy-set,Calligraphy Set,"Complete calligraphy set with pens, ink, and practice sheets. Learn beautiful handwriting art.",Lightning Shop,Books & Stationery,Books & Stationery,"books & stationery, premium, quality",TRUE,,,,,,,CS-057,3000,shopify,25,deny,manual,39.99,59.99,TRUE,TRUE,,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=800&h=600&fit=crop,1,Calligraphy Set - Image 1,FALSE,,"Complete calligraphy set with pens, ink, and practice sheets. Learn beautiful handwriting art.",,,,,,,,,,,,,,,kg,,,,,active
sticky-notes-pack,Sticky Notes Pack,Colorful sticky notes pack with different sizes and shapes. Organize and remember important tasks.,Lightning Shop,Books & Stationery,Books & Stationery,"books & stationery, premium, quality",TRUE,,,,,,,SNP-058,4000,shopify,100,deny,manual,14.99,24.99,TRUE,TRUE,,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=800&h=600&fit=crop,1,Sticky Notes Pack - Image 1,FALSE,,Colorful sticky notes pack with different sizes and shapes. Organize and remember important tasks.,,,,,,,,,,,,,,,kg,,,,,active
pencil-case,Pencil Case,Durable pencil case with multiple compartments and zipper closure. Keep writing tools organized.,Lightning Shop,Books & Stationery,Books & Stationery,"books & stationery, premium, quality",TRUE,,,,,,,PC-059,2000,shopify,90,deny,manual,19.99,29.99,TRUE,TRUE,,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=800&h=600&fit=crop,1,Pencil Case - Image 1,FALSE,,Durable pencil case with multiple compartments and zipper closure. Keep writing tools organized.,,,,,,,,,,,,,,,kg,,,,,active
reading-light,Reading Light,LED reading light with adjustable brightness and flexible neck. Perfect for late-night reading.,Lightning Shop,Books & Stationery,Books & Stationery,"books & stationery, premium, quality",TRUE,,,,,,,RL-060,5000,shopify,50,deny,manual,29.99,49.99,TRUE,TRUE,,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=800&h=600&fit=crop,1,Reading Light - Image 1,FALSE,,LED reading light with adjustable brightness and flexible neck. Perfect for late-night reading.,,,,,,,,,,,,,,,kg,,,,,active
board-game-collection,Board Game Collection,Family board game collection with 3 popular games. Perfect for game nights and family bonding.,Lightning Shop,Toys & Games,Toys & Games,"toys & games, premium, quality",TRUE,,,,,,,BGC-061,1000,shopify,40,deny,manual,49.99,79.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Board Game Collection - Image 1,FALSE,,Family board game collection with 3 popular games. Perfect for game nights and family bonding.,,,,,,,,,,,,,,,kg,,,,,active
puzzle-1000-pieces,Puzzle 1000 Pieces,High-quality 1000-piece puzzle with beautiful artwork and sturdy pieces. Great for relaxation and focus.,Lightning Shop,Toys & Games,Toys & Games,"toys & games, premium, quality",TRUE,,,,,,,P1K-062,5000,shopify,60,deny,manual,19.99,29.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Puzzle 1000 Pieces - Image 1,FALSE,,High-quality 1000-piece puzzle with beautiful artwork and sturdy pieces. Great for relaxation and focus.,,,,,,,,,,,,,,,kg,,,,,active
building-blocks-set,Building Blocks Set,Educational building blocks set with various shapes and colors. Develop creativity and motor skills.,Lightning Shop,Toys & Games,Toys & Games,"toys & games, premium, quality",TRUE,,,,,,,BBS-063,3000,shopify,35,deny,manual,39.99,59.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Building Blocks Set - Image 1,FALSE,,Educational building blocks set with various shapes and colors. Develop creativity and motor skills.,,,,,,,,,,,,,,,kg,,,,,active
card-game-pack,Card Game Pack,Classic card game pack with multiple games and instructions. Portable entertainment for any occasion.,Lightning Shop,Toys & Games,Toys & Games,"toys & games, premium, quality",TRUE,,,,,,,CGP-064,5000,shopify,80,deny,manual,14.99,24.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Card Game Pack - Image 1,FALSE,,Classic card game pack with multiple games and instructions. Portable entertainment for any occasion.,,,,,,,,,,,,,,,kg,,,,,active
art-supplies-kit,Art Supplies Kit,"Complete art supplies kit with crayons, markers, and coloring books. Encourage creativity in children.",Lightning Shop,Toys & Games,Toys & Games,"toys & games, premium, quality",TRUE,,,,,,,ASK-065,4000,shopify,50,deny,manual,29.99,49.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Art Supplies Kit - Image 1,FALSE,,"Complete art supplies kit with crayons, markers, and coloring books. Encourage creativity in children.",,,,,,,,,,,,,,,kg,,,,,active
educational-toy,Educational Toy,"Interactive educational toy that teaches letters, numbers, and shapes. Learning through play.",Lightning Shop,Toys & Games,Toys & Games,"toys & games, premium, quality",TRUE,,,,,,,ET-066,3000,shopify,45,deny,manual,24.99,39.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Educational Toy - Image 1,FALSE,,"Interactive educational toy that teaches letters, numbers, and shapes. Learning through play.",,,,,,,,,,,,,,,kg,,,,,active
outdoor-game-set,Outdoor Game Set,Outdoor game set with various activities for backyard fun. Perfect for parties and gatherings.,Lightning Shop,Toys & Games,Toys & Games,"toys & games, premium, quality",TRUE,,,,,,,OGS-067,1000,shopify,30,deny,manual,34.99,49.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Outdoor Game Set - Image 1,FALSE,,Outdoor game set with various activities for backyard fun. Perfect for parties and gatherings.,,,,,,,,,,,,,,,kg,,,,,active
magic-kit,Magic Kit,Beginner magic kit with props and instructions. Learn amazing tricks and impress friends.,Lightning Shop,Toys & Games,Toys & Games,"toys & games, premium, quality",TRUE,,,,,,,MK-068,3000,shopify,55,deny,manual,19.99,29.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Magic Kit - Image 1,FALSE,,Beginner magic kit with props and instructions. Learn amazing tricks and impress friends.,,,,,,,,,,,,,,,kg,,,,,active
science-experiment-kit,Science Experiment Kit,Safe science experiment kit with materials and instructions. Spark curiosity and learning.,Lightning Shop,Toys & Games,Toys & Games,"toys & games, premium, quality",TRUE,,,,,,,SEK-069,1000,shopify,25,deny,manual,39.99,59.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Science Experiment Kit - Image 1,FALSE,,Safe science experiment kit with materials and instructions. Spark curiosity and learning.,,,,,,,,,,,,,,,kg,,,,,active
doll-house,Doll House,Detailed doll house with furniture and accessories. Hours of imaginative play for children.,Lightning Shop,Toys & Games,Toys & Games,"toys & games, premium, quality",TRUE,,,,,,,DH-070,1000,shopify,20,deny,manual,59.99,89.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Doll House - Image 1,FALSE,,Detailed doll house with furniture and accessories. Hours of imaginative play for children.,,,,,,,,,,,,,,,kg,,,,,active
car-phone-mount,Car Phone Mount,Magnetic car phone mount with adjustable angle and strong grip. Safe and convenient phone holder.,Lightning Shop,Automotive,Automotive,"automotive, premium, quality",TRUE,,,,,,,CPM-071,2000,shopify,100,deny,manual,19.99,29.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Car Phone Mount - Image 1,FALSE,,Magnetic car phone mount with adjustable angle and strong grip. Safe and convenient phone holder.,,,,,,,,,,,,,,,kg,,,,,active
car-air-freshener,Car Air Freshener,Long-lasting car air freshener with natural fragrance. Keep your car smelling fresh.,Lightning Shop,Automotive,Automotive,"automotive, premium, quality",TRUE,,,,,,,CAF-072,1000,shopify,150,deny,manual,9.99,19.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Car Air Freshener - Image 1,FALSE,,Long-lasting car air freshener with natural fragrance. Keep your car smelling fresh.,,,,,,,,,,,,,,,kg,,,,,active
tire-pressure-gauge,Tire Pressure Gauge,Digital tire pressure gauge with LCD display and backlight. Essential for vehicle maintenance.,Lightning Shop,Automotive,Automotive,"automotive, premium, quality",TRUE,,,,,,,TPG-073,4000,shopify,80,deny,manual,14.99,24.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Tire Pressure Gauge - Image 1,FALSE,,Digital tire pressure gauge with LCD display and backlight. Essential for vehicle maintenance.,,,,,,,,,,,,,,,kg,,,,,active
car-cleaning-kit,Car Cleaning Kit,Complete car cleaning kit with microfiber towels and cleaning solutions. Keep your car spotless.,Lightning Shop,Automotive,Automotive,"automotive, premium, quality",TRUE,,,,,,,CCK-074,5000,shopify,60,deny,manual,29.99,49.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Car Cleaning Kit - Image 1,FALSE,,Complete car cleaning kit with microfiber towels and cleaning solutions. Keep your car spotless.,,,,,,,,,,,,,,,kg,,,,,active
usb-car-charger,USB Car Charger,Dual USB car charger with fast charging capability. Power multiple devices on the go.,Lightning Shop,Automotive,Automotive,"automotive, premium, quality",TRUE,,,,,,,UCC-075,1000,shopify,120,deny,manual,19.99,29.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,USB Car Charger - Image 1,FALSE,,Dual USB car charger with fast charging capability. Power multiple devices on the go.,,,,,,,,,,,,,,,kg,,,,,active
car-seat-covers,Car Seat Covers,Universal car seat covers with easy installation and machine washable fabric. Protect your seats.,Lightning Shop,Automotive,Automotive,"automotive, premium, quality",TRUE,,,,,,,CSC-076,1000,shopify,40,deny,manual,49.99,79.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Car Seat Covers - Image 1,FALSE,,Universal car seat covers with easy installation and machine washable fabric. Protect your seats.,,,,,,,,,,,,,,,kg,,,,,active
dash-cam,Dash Cam,HD dash cam with night vision and loop recording. Record your journeys for safety and evidence.,Lightning Shop,Automotive,Automotive,"automotive, premium, quality",TRUE,,,,,,,DC-077,4000,shopify,30,deny,manual,69.99,99.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Dash Cam - Image 1,FALSE,,HD dash cam with night vision and loop recording. Record your journeys for safety and evidence.,,,,,,,,,,,,,,,kg,,,,,active
car-organizer,Car Organizer,Car seat organizer with multiple pockets and compartments. Keep your car tidy and organized.,Lightning Shop,Automotive,Automotive,"automotive, premium, quality",TRUE,,,,,,,CO-078,1000,shopify,70,deny,manual,24.99,39.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Car Organizer - Image 1,FALSE,,Car seat organizer with multiple pockets and compartments. Keep your car tidy and organized.,,,,,,,,,,,,,,,kg,,,,,active
jump-starter,Jump Starter,Portable jump starter with built-in flashlight and USB ports. Emergency power for your vehicle.,Lightning Shop,Automotive,Automotive,"automotive, premium, quality",TRUE,,,,,,,JS-079,5000,shopify,25,deny,manual,89.99,129.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Jump Starter - Image 1,FALSE,,Portable jump starter with built-in flashlight and USB ports. Emergency power for your vehicle.,,,,,,,,,,,,,,,kg,,,,,active
car-vacuum,Car Vacuum,Cordless car vacuum with powerful suction and long battery life. Clean your car anywhere.,Lightning Shop,Automotive,Automotive,"automotive, premium, quality",TRUE,,,,,,,CV-080,3000,shopify,35,deny,manual,39.99,59.99,TRUE,TRUE,,https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=800&h=600&fit=crop,1,Car Vacuum - Image 1,FALSE,,Cordless car vacuum with powerful suction and long battery life. Clean your car anywhere.,,,,,,,,,,,,,,,kg,,,,,active
dog-leash-set,Dog Leash Set,Durable dog leash set with adjustable length and comfortable handle. Safe walks for your furry friend.,Lightning Shop,Pet Supplies,Pet Supplies,"pet supplies, premium, quality",TRUE,,,,,,,DLS-081,2000,shopify,80,deny,manual,19.99,29.99,TRUE,TRUE,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,1,Dog Leash Set - Image 1,FALSE,,Durable dog leash set with adjustable length and comfortable handle. Safe walks for your furry friend.,,,,,,,,,,,,,,,kg,,,,,active
cat-scratching-post,Cat Scratching Post,Multi-level cat scratching post with sisal rope and plush platforms. Keep cats active and happy.,Lightning Shop,Pet Supplies,Pet Supplies,"pet supplies, premium, quality",TRUE,,,,,,,CSP-082,1000,shopify,45,deny,manual,29.99,49.99,TRUE,TRUE,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,1,Cat Scratching Post - Image 1,FALSE,,Multi-level cat scratching post with sisal rope and plush platforms. Keep cats active and happy.,,,,,,,,,,,,,,,kg,,,,,active
pet-food-bowl-set,Pet Food Bowl Set,Stainless steel pet food bowl set with non-slip base. Easy to clean and durable.,Lightning Shop,Pet Supplies,Pet Supplies,"pet supplies, premium, quality",TRUE,,,,,,,PFBS-083,4000,shopify,100,deny,manual,14.99,24.99,TRUE,TRUE,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,1,Pet Food Bowl Set - Image 1,FALSE,,Stainless steel pet food bowl set with non-slip base. Easy to clean and durable.,,,,,,,,,,,,,,,kg,,,,,active
dog-toy-collection,Dog Toy Collection,Interactive dog toy collection with various textures and sizes. Keep your dog entertained and active.,Lightning Shop,Pet Supplies,Pet Supplies,"pet supplies, premium, quality",TRUE,,,,,,,DTC-084,5000,shopify,60,deny,manual,24.99,39.99,TRUE,TRUE,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,1,Dog Toy Collection - Image 1,FALSE,,Interactive dog toy collection with various textures and sizes. Keep your dog entertained and active.,,,,,,,,,,,,,,,kg,,,,,active
pet-grooming-kit,Pet Grooming Kit,"Complete pet grooming kit with brushes, nail clippers, and shampoo. Professional grooming at home.",Lightning Shop,Pet Supplies,Pet Supplies,"pet supplies, premium, quality",TRUE,,,,,,,PGK-085,2000,shopify,35,deny,manual,39.99,59.99,TRUE,TRUE,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,1,Pet Grooming Kit - Image 1,FALSE,,"Complete pet grooming kit with brushes, nail clippers, and shampoo. Professional grooming at home.",,,,,,,,,,,,,,,kg,,,,,active
cat-litter-box,Cat Litter Box,Enclosed cat litter box with privacy door and easy cleaning design. Odor control and cleanliness.,Lightning Shop,Pet Supplies,Pet Supplies,"pet supplies, premium, quality",TRUE,,,,,,,CLB-086,5000,shopify,50,deny,manual,34.99,49.99,TRUE,TRUE,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,1,Cat Litter Box - Image 1,FALSE,,Enclosed cat litter box with privacy door and easy cleaning design. Odor control and cleanliness.,,,,,,,,,,,,,,,kg,,,,,active
dog-bed,Dog Bed,Orthopedic dog bed with memory foam and washable cover. Comfortable sleep for your pet.,Lightning Shop,Pet Supplies,Pet Supplies,"pet supplies, premium, quality",TRUE,,,,,,,DB-087,2000,shopify,30,deny,manual,49.99,79.99,TRUE,TRUE,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,1,Dog Bed - Image 1,FALSE,,Orthopedic dog bed with memory foam and washable cover. Comfortable sleep for your pet.,,,,,,,,,,,,,,,kg,,,,,active
pet-carrier,Pet Carrier,Ventilated pet carrier with secure latches and comfortable padding. Safe travel for your pet.,Lightning Shop,Pet Supplies,Pet Supplies,"pet supplies, premium, quality",TRUE,,,,,,,PC-088,1000,shopify,25,deny,manual,59.99,89.99,TRUE,TRUE,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,1,Pet Carrier - Image 1,FALSE,,Ventilated pet carrier with secure latches and comfortable padding. Safe travel for your pet.,,,,,,,,,,,,,,,kg,,,,,active
pet-treats,Pet Treats,Natural pet treats with healthy ingredients and no artificial additives. Reward your pet safely.,Lightning Shop,Pet Supplies,Pet Supplies,"pet supplies, premium, quality",TRUE,,,,,,,PT-089,3000,shopify,90,deny,manual,19.99,29.99,TRUE,TRUE,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,1,Pet Treats - Image 1,FALSE,,Natural pet treats with healthy ingredients and no artificial additives. Reward your pet safely.,,,,,,,,,,,,,,,kg,,,,,active
pet-id-tag,Pet ID Tag,Engraved pet ID tag with contact information. Essential for pet safety and identification.,Lightning Shop,Pet Supplies,Pet Supplies,"pet supplies, premium, quality",TRUE,,,,,,,PIT-090,2000,shopify,120,deny,manual,9.99,19.99,TRUE,TRUE,,https://images.unsplash.com/photo-1601758228041-f3b2795255f1?w=800&h=600&fit=crop,1,Pet ID Tag - Image 1,FALSE,,Engraved pet ID tag with contact information. Essential for pet safety and identification.,,,,,,,,,,,,,,,kg,,,,,active
garden-tool-set,Garden Tool Set,Professional garden tool set with ergonomic handles and rust-resistant coating. Essential for gardening.,Lightning Shop,Garden & Outdoor,Garden & Outdoor,"garden & outdoor, premium, quality",TRUE,,,,,,,GTS-091,2000,shopify,40,deny,manual,39.99,59.99,TRUE,TRUE,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,1,Garden Tool Set - Image 1,FALSE,,Professional garden tool set with ergonomic handles and rust-resistant coating. Essential for gardening.,,,,,,,,,,,,,,,kg,,,,,active
plant-seeds-collection,Plant Seeds Collection,Organic plant seeds collection with various vegetables and herbs. Start your own garden.,Lightning Shop,Garden & Outdoor,Garden & Outdoor,"garden & outdoor, premium, quality",TRUE,,,,,,,PSC-092,5000,shopify,80,deny,manual,19.99,29.99,TRUE,TRUE,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,1,Plant Seeds Collection - Image 1,FALSE,,Organic plant seeds collection with various vegetables and herbs. Start your own garden.,,,,,,,,,,,,,,,kg,,,,,active
garden-hose,Garden Hose,Expandable garden hose with spray nozzle and storage bag. Water your garden efficiently.,Lightning Shop,Garden & Outdoor,Garden & Outdoor,"garden & outdoor, premium, quality",TRUE,,,,,,,GH-093,1000,shopify,60,deny,manual,29.99,49.99,TRUE,TRUE,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,1,Garden Hose - Image 1,FALSE,,Expandable garden hose with spray nozzle and storage bag. Water your garden efficiently.,,,,,,,,,,,,,,,kg,,,,,active
outdoor-solar-lights,Outdoor Solar Lights,Solar-powered outdoor lights with automatic on/off and weather resistance. Illuminate your garden.,Lightning Shop,Garden & Outdoor,Garden & Outdoor,"garden & outdoor, premium, quality",TRUE,,,,,,,OSL-094,5000,shopify,70,deny,manual,24.99,39.99,TRUE,TRUE,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,1,Outdoor Solar Lights - Image 1,FALSE,,Solar-powered outdoor lights with automatic on/off and weather resistance. Illuminate your garden.,,,,,,,,,,,,,,,kg,,,,,active
plant-pot-set,Plant Pot Set,Terracotta plant pot set with drainage holes and saucers. Perfect for indoor and outdoor plants.,Lightning Shop,Garden & Outdoor,Garden & Outdoor,"garden & outdoor, premium, quality",TRUE,,,,,,,PPS-095,5000,shopify,100,deny,manual,19.99,29.99,TRUE,TRUE,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,1,Plant Pot Set - Image 1,FALSE,,Terracotta plant pot set with drainage holes and saucers. Perfect for indoor and outdoor plants.,,,,,,,,,,,,,,,kg,,,,,active
garden-gloves,Garden Gloves,Durable garden gloves with reinforced fingertips and breathable material. Protect your hands while gardening.,Lightning Shop,Garden & Outdoor,Garden & Outdoor,"garden & outdoor, premium, quality",TRUE,,,,,,,GG-096,2000,shopify,90,deny,manual,14.99,24.99,TRUE,TRUE,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,1,Garden Gloves - Image 1,FALSE,,Durable garden gloves with reinforced fingertips and breathable material. Protect your hands while gardening.,,,,,,,,,,,,,,,kg,,,,,active
compost-bin,Compost Bin,Aerated compost bin with easy access and pest-proof design. Create nutrient-rich soil naturally.,Lightning Shop,Garden & Outdoor,Garden & Outdoor,"garden & outdoor, premium, quality",TRUE,,,,,,,CB-097,4000,shopify,25,deny,manual,49.99,79.99,TRUE,TRUE,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,1,Compost Bin - Image 1,FALSE,,Aerated compost bin with easy access and pest-proof design. Create nutrient-rich soil naturally.,,,,,,,,,,,,,,,kg,,,,,active
garden-kneeler,Garden Kneeler,Foldable garden kneeler with tool storage and comfortable padding. Make gardening easier on your knees.,Lightning Shop,Garden & Outdoor,Garden & Outdoor,"garden & outdoor, premium, quality",TRUE,,,,,,,GK-098,2000,shopify,50,deny,manual,19.99,29.99,TRUE,TRUE,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,1,Garden Kneeler - Image 1,FALSE,,Foldable garden kneeler with tool storage and comfortable padding. Make gardening easier on your knees.,,,,,,,,,,,,,,,kg,,,,,active
watering-can,Watering Can,Galvanized steel watering can with long spout and comfortable handle. Gentle watering for delicate plants.,Lightning Shop,Garden & Outdoor,Garden & Outdoor,"garden & outdoor, premium, quality",TRUE,,,,,,,WC-099,1000,shopify,65,deny,manual,24.99,39.99,TRUE,TRUE,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,1,Watering Can - Image 1,FALSE,,Galvanized steel watering can with long spout and comfortable handle. Gentle watering for delicate plants.,,,,,,,,,,,,,,,kg,,,,,active
garden-pruner,Garden Pruner,Professional garden pruner with sharp blades and ergonomic grip. Perfect for trimming and pruning.,Lightning Shop,Garden & Outdoor,Garden & Outdoor,"garden & outdoor, premium, quality",TRUE,,,,,,,GP-100,3000,shopify,35,deny,manual,29.99,49.99,TRUE,TRUE,,https://images.unsplash.com/photo-1416879595882-3373a0480b5b?w=800&h=600&fit=crop,1,Garden Pruner - Image 1,FALSE,,Professional garden pruner with sharp blades and ergonomic grip. Perfect for trimming and pruning.,,,,,,,,,,,,,,,kg,,,,,active
